Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,isMVP
1,Precious Achiuwa,C,22,TOR,61,25,23.4,3.5,8,0.436,0.6,1.7,0.362,2.9,6.3,0.457,0.475,1,1.8,0.589,2.1,4.7,6.8,1.1,0.5,0.6,1.2,2.1,8.6,2021-2022,0
2,Steven Adams,C,28,MEM,67,66,26.5,2.9,5.1,0.555,0,0,0,2.9,5.1,0.557,0.555,1.5,2.7,0.544,4.6,5.3,9.9,3.2,0.8,0.8,1.6,1.9,7.2,2021-2022,0
3,Bam Adebayo,C,24,MIA,46,46,32.8,7.3,13.3,0.545,0,0.1,0,7.3,13.2,0.549,0.545,4.5,5.9,0.754,2.4,7.8,10.3,3.5,1.5,0.8,2.7,3.2,19,2021-2022,0
4,Santi Aldama,PF,21,MEM,27,0,10.3,1.4,3.6,0.381,0.1,1.4,0.103,1.2,2.1,0.569,0.402,0.4,0.7,0.6,0.9,1.5,2.4,0.5,0.1,0.3,0.3,1,3.3,2021-2022,0
5,LaMarcus Aldridge,C,36,BRK,45,12,22.8,5.6,10.1,0.554,0.3,1,0.311,5.3,9.1,0.58,0.569,2,2.3,0.873,1.6,4,5.6,0.9,0.3,1,0.9,1.6,13.5,2021-2022,0
6,Nickeil Alexander-Walker,SG,23,TOT,59,20,23.9,4.2,11.2,0.375,1.7,5.5,0.313,2.5,5.7,0.434,0.451,1.4,1.8,0.741,0.6,2.4,3.1,2.5,0.7,0.3,1.5,1.7,11.5,2021-2022,0
6,Nickeil Alexander-Walker,SG,23,NOP,50,19,26.3,4.7,12.6,0.375,1.9,6.1,0.311,2.8,6.5,0.434,0.45,1.4,1.9,0.722,0.7,2.6,3.3,2.8,0.8,0.4,1.7,1.8,12.8,2021-2022,0
6,Nickeil Alexander-Walker,SG,23,UTA,9,1,10.6,1.2,3.3,0.367,0.7,2,0.333,0.6,1.3,0.417,0.467,1.1,1.2,0.909,0.1,1.7,1.8,1.2,0.3,0.1,0.4,1.1,4.2,2021-2022,0
7,Grayson Allen,SG,26,MIL,59,58,27.5,3.9,8.9,0.434,2.5,6.2,0.403,1.4,2.7,0.506,0.574,0.9,1.1,0.862,0.5,2.9,3.4,1.6,0.7,0.3,0.6,1.5,11.2,2021-2022,0
8,Jarrett Allen,C,23,CLE,56,56,32.3,6.6,9.7,0.677,0,0.2,0.1,6.6,9.6,0.688,0.678,2.9,4.2,0.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1,2021-2022,0
9,Jose Alvarado,PG,23,NOP,42,1,14.2,2.1,4.9,0.42,0.6,2,0.298,1.5,2.9,0.504,0.481,0.6,0.8,0.686,0.4,1.2,1.7,2.6,1.2,0.1,0.7,1.5,5.3,2021-2022,0
10,Justin Anderson,SF,28,TOT,7,0,12.4,1,3.3,0.304,0.4,2.4,0.176,0.6,0.9,0.667,0.37,0.9,1,0.857,0.3,1.1,1.4,1.3,0.3,0.1,0.6,1.3,3.3,2021-2022,0
10,Justin Anderson,SF,28,CLE,3,0,15.7,1.3,2.7,0.5,0.7,2,0.333,0.7,0.7,1,0.625,1,1.3,0.75,0,2,2,2,0.3,0,0.7,1.3,4.3,2021-2022,0
10,Justin Anderson,SF,28,IND,4,0,10,0.8,3.8,0.2,0.3,2.8,0.091,0.5,1,0.5,0.233,0.8,0.8,1,0.5,0.5,1,0.8,0.3,0.3,0.5,1.3,2.5,2021-2022,0
11,Kyle Anderson,PF,28,MEM,58,8,21.4,2.9,6.7,0.437,0.5,1.6,0.311,2.4,5.2,0.475,0.473,0.9,1.5,0.607,1.1,4.4,5.4,2.6,1.1,0.6,1,1.5,7.3,2021-2022,0
12,Giannis Antetokounmpo,PF,27,MIL,59,59,32.9,10.2,18.6,0.547,1.1,3.7,0.3,9.1,14.8,0.61,0.578,8.3,11.6,0.721,2,9.5,11.5,5.8,1.1,1.4,3.2,3.3,29.8,2021-2022,0
13,Thanasis Antetokounmpo,SF,29,MIL,42,5,9.3,1.2,2.3,0.52,0,0.3,0.091,1.2,2.1,0.575,0.526,0.4,0.7,0.6,0.9,1.2,2.1,0.5,0.3,0.2,0.5,1.5,2.9,2021-2022,0
14,Carmelo Anthony,PF,37,LAL,62,3,26.5,4.7,10.5,0.443,2.3,5.9,0.388,2.4,4.6,0.514,0.552,2,2.5,0.829,0.9,3.2,4.2,1,0.7,0.8,0.9,2.4,13.7,2021-2022,0
15,Cole Anthony,PG,21,ORL,57,57,32.6,5.8,14.7,0.394,2.1,6.3,0.34,3.6,8.4,0.434,0.467,3.5,4.1,0.857,0.5,5.1,5.6,5.7,0.8,0.3,2.7,2.7,17.2,2021-2022,0
16,OG Anunoby,SF,24,TOR,42,42,36.7,6.6,15.1,0.436,2.4,6.8,0.351,4.2,8.3,0.506,0.515,1.9,2.5,0.748,1.6,3.9,5.5,2.6,1.5,0.6,1.8,3,17.5,2021-2022,0
17,Ryan Arcidiacono,PG,27,NYK,5,0,3.2,0.4,0.6,0.667,0.4,0.4,1,0,0.2,0,1,0,0,,0,0.2,0.2,0,0,0,0,0,1.2,2021-2022,0
18,Trevor Ariza,SF,36,LAL,22,10,18.9,1.3,3.7,0.341,0.9,3,0.303,0.4,0.7,0.5,0.463,0.4,0.7,0.533,0.3,3,3.2,1,0.5,0.2,0.5,0.9,3.8,2021-2022,0
19,D.J. Augustin,PG,34,TOT,44,2,15.3,1.7,4,0.415,1.2,2.9,0.405,0.5,1.1,0.44,0.56,0.8,0.9,0.872,0.2,1,1.2,2,0.3,0,1.1,0.5,5.3,2021-2022,0
19,D.J. Augustin,PG,34,HOU,34,2,15,1.6,4,0.404,1.1,2.8,0.406,0.5,1.2,0.4,0.548,1,1.1,0.868,0.2,1,1.2,2.2,0.3,0,1.3,0.5,5.4,2021-2022,0
19,D.J. Augustin,PG,34,LAL,10,0,16.2,1.8,4,0.45,1.2,3,0.4,0.6,1,0.6,0.6,0.1,0.1,1,0.2,1,1.2,1.6,0.4,0,0.3,0.7,4.9,2021-2022,0
20,Deni Avdija,SF,21,WAS,70,6,23.4,2.7,6.4,0.43,0.9,2.8,0.311,1.9,3.6,0.522,0.498,1.3,1.7,0.765,0.6,4.4,5,1.7,0.7,0.5,0.9,2.3,7.7,2021-2022,0
21,Joel Ayayi,SG,21,WAS,7,0,2.9,0.1,0.9,0.167,0,0.1,0,0.1,0.7,0.2,0.167,0,0,,0.1,0.3,0.4,0.6,0,0,0,0,0.3,2021-2022,0
22,Deandre Ayton,C,23,PHO,50,50,29.3,7.6,11.8,0.645,0.1,0.3,0.313,7.5,11.4,0.654,0.649,1.8,2.5,0.74,2.5,7.4,10,1.4,0.7,0.7,1.5,2.3,17.1,2021-2022,0
23,Udoka Azubuike,C,22,UTA,17,6,11.5,2.2,2.9,0.755,0,0,,2.2,2.9,0.755,0.755,0.4,0.6,0.545,1.1,3.1,4.2,0,0.1,0.6,0.7,1.5,4.7,2021-2022,0
24,Marvin Bagley III,PF,22,TOT,42,21,23.1,4.4,9.1,0.488,0.5,2,0.235,4,7,0.561,0.514,1.2,1.9,0.62,2.3,4.8,7.1,0.7,0.4,0.4,0.9,1.9,10.5,2021-2022,0
24,Marvin Bagley III,PF,22,SAC,30,17,21.9,3.8,8.2,0.463,0.5,2.1,0.242,3.3,6.1,0.538,0.494,1.2,1.6,0.745,2.2,4.9,7.2,0.6,0.3,0.4,0.7,1.7,9.3,2021-2022,0
24,Marvin Bagley III,PF,22,DET,12,4,26.3,6,11.3,0.533,0.4,1.9,0.217,5.6,9.3,0.598,0.552,1.2,2.7,0.438,2.4,4.5,6.9,1.1,0.8,0.3,1.3,2.5,13.6,2021-2022,0
25,LaMelo Ball,PG,20,CHO,64,64,32.1,7,16.5,0.421,2.7,7.3,0.375,4.3,9.3,0.457,0.503,3,3.5,0.869,1.5,5.3,6.8,7.4,1.6,0.4,3.2,3.2,19.7,2021-2022,0
26,Lonzo Ball,PG,24,CHI,35,35,34.6,4.6,10.9,0.423,3.1,7.4,0.423,1.5,3.5,0.423,0.567,0.6,0.8,0.75,1,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13,2021-2022,0
27,Mo Bamba,C,23,ORL,60,58,25.9,4.1,8.5,0.479,1.4,3.7,0.363,2.7,4.8,0.567,0.558,0.8,1,0.817,2.1,5.9,8,1.1,0.6,1.7,1.1,2.7,10.3,2021-2022,0
28,Desmond Bane,SF,23,MEM,67,67,30,6.6,14.5,0.453,2.9,7,0.417,3.7,7.5,0.486,0.553,1.8,2,0.895,0.6,3.9,4.5,2.6,1.1,0.4,1.5,2.6,17.8,2021-2022,0
29,Dalano Banton,SF,22,TOR,59,1,11.4,1.4,3.4,0.404,0.2,0.9,0.255,1.1,2.5,0.456,0.437,0.4,0.7,0.595,0.6,1.4,2,1.6,0.5,0.2,0.9,1.1,3.4,2021-2022,0
30,Cat Barber,PG,27,ATL,3,0,4.3,0,1.3,0,0,0,,0,1.3,0,0,0,1.3,0,0.3,0.7,1,1,0,0,0.3,0.3,0,2021-2022,0
31,Harrison Barnes,PF,29,SAC,67,67,33.7,5.1,10.8,0.47,1.9,4.6,0.412,3.2,6.2,0.513,0.558,4.7,5.6,0.833,1.1,4.7,5.8,2.5,0.7,0.2,1.6,1.3,16.8,2021-2022,0
32,Scottie Barnes,PF,20,TOR,62,62,35.7,6.3,12.7,0.494,0.8,2.6,0.314,5.5,10.2,0.54,0.526,2.1,2.9,0.735,2.6,5.1,7.7,3.4,1.2,0.8,1.9,2.6,15.5,2021-2022,0
33,RJ Barrett,SF,21,NYK,59,59,34.2,6.8,16.6,0.412,2,5.7,0.35,4.8,10.9,0.444,0.472,3.8,5.4,0.713,0.8,4.9,5.7,2.9,0.6,0.3,2,2.1,19.5,2021-2022,0
34,Will Barton,SG,31,DEN,61,61,31.8,5.5,12.7,0.435,2.1,6,0.357,3.4,6.7,0.506,0.52,1.5,1.9,0.798,0.6,4.2,4.9,3.8,0.8,0.5,1.8,1.6,14.7,2021-2022,0
35,Paris Bass,SF,26,PHO,2,0,3.5,1,3,0.333,0,1,0,1,2,0.5,0.333,1,1,1,1,1,2,0,0.5,0,1,1,3,2021-2022,0
36,Charles Bassey,PF,21,PHI,23,0,7.3,1.3,2,0.638,0,0.2,0,1.3,1.9,0.698,0.638,0.4,0.5,0.75,1,1.7,2.7,0.3,0.2,0.7,0.3,1.4,3,2021-2022,0
37,Keita Bates-Diop,SF,26,SAS,51,13,16.1,2.2,4.2,0.509,0.3,1,0.347,1.8,3.3,0.557,0.549,0.7,0.9,0.708,1,2.9,3.9,0.7,0.5,0.3,0.7,1.1,5.3,2021-2022,0
38,Nicolas Batum,PF,33,LAC,52,47,24.8,3,6.7,0.455,1.8,4.7,0.391,1.2,2,0.606,0.592,0.4,0.6,0.625,0.5,3.8,4.3,1.7,0.9,0.7,0.6,1.3,8.3,2021-2022,0
39,Kent Bazemore,SF,32,LAL,37,14,14,1.2,3.6,0.336,0.8,2.1,0.382,0.4,1.6,0.276,0.444,0.4,0.5,0.765,0.4,1.4,1.8,0.9,0.6,0.2,0.5,1.7,3.6,2021-2022,0
40,Darius Bazley,PF,21,OKC,65,49,28,3.9,9.4,0.419,1.2,3.8,0.3,2.8,5.5,0.501,0.48,1.6,2.3,0.691,1,5.4,6.4,1.4,0.9,1.1,1.4,1,10.6,2021-2022,0
41,Bradley Beal,SG,28,WAS,40,40,36,8.7,19.3,0.451,1.6,5.3,0.3,7.1,14,0.508,0.492,4.2,5.1,0.833,1,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,2021-2022,0
42,Malik Beasley,SG,25,MIN,71,14,25.2,4.3,11.1,0.39,3.1,8.2,0.376,1.2,2.8,0.431,0.529,0.5,0.7,0.776,0.4,2.6,2.9,1.5,0.5,0.1,0.6,1.2,12.2,2021-2022,0
43,Jordan Bell,C,27,CHI,1,0,2,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,1,0,0,2,0,2021-2022,0
44,DeAndre' Bembry,SF,27,TOT,56,20,18.3,2.2,3.9,0.561,0.3,0.6,0.417,1.9,3.3,0.589,0.595,0.4,0.6,0.6,0.8,2.2,2.9,1.2,0.9,0.4,0.6,2,5.1,2021-2022,0
44,DeAndre' Bembry,SF,27,BRK,48,20,19.8,2.5,4.4,0.568,0.3,0.8,0.417,2.2,3.7,0.599,0.603,0.4,0.7,0.6,0.8,2.4,3.2,1.3,1,0.5,0.6,2.2,5.8,2021-2022,0
44,DeAndre' Bembry,SF,27,MIL,8,0,9.6,0.4,1,0.375,0,0,,0.4,1,0.375,0.375,0,0,,0.5,0.9,1.4,0.8,0.3,0,0.1,1.1,0.8,2021-2022,0
45,Dāvis Bertāns,PF,29,TOT,48,0,14.4,1.7,5,0.339,1.3,4.2,0.31,0.4,0.8,0.487,0.469,0.7,0.8,0.889,0.2,1.8,1.9,0.5,0.3,0.2,0.3,1.6,5.4,2021-2022,0
45,Dāvis Bertāns,PF,29,WAS,34,0,14.7,1.8,5,0.351,1.4,4.2,0.319,0.4,0.8,0.519,0.485,0.8,0.9,0.933,0.2,1.6,1.8,0.5,0.3,0.2,0.4,1.6,5.7,2021-2022,0
45,Dāvis Bertāns,PF,29,DAL,14,0,13.6,1.6,5.1,0.31,1.2,4.2,0.288,0.4,0.9,0.417,0.43,0.3,0.4,0.667,0.1,2.1,2.3,0.5,0.2,0.2,0.1,1.6,4.6,2021-2022,0
46,Patrick Beverley,PG,33,MIN,50,46,25.4,3.1,7.6,0.412,1.5,4.3,0.356,1.6,3.3,0.485,0.513,1.5,2.1,0.731,1.1,3.1,4.2,4.7,1.1,0.9,1.3,3,9.3,2021-2022,0
47,Saddiq Bey,SF,22,DET,71,71,33.9,5.6,14,0.401,2.6,7.4,0.35,3,6.6,0.457,0.493,2.5,3.1,0.815,1.4,4.3,5.8,2.9,0.9,0.2,1.3,1.6,16.4,2021-2022,0
48,Khem Birch,C,29,TOR,44,19,18.3,1.8,3.6,0.484,0,0.2,0,1.8,3.4,0.51,0.484,1.1,1.5,0.754,2.3,2.2,4.5,1,0.6,0.5,0.5,1.9,4.6,2021-2022,0
49,Goga Bitadze,C,22,IND,43,9,12.6,2.2,4.4,0.511,0.4,1.5,0.286,1.8,2.9,0.624,0.559,1,1.6,0.623,1.4,1.9,3.3,0.9,0.4,0.7,0.8,2,5.9,2021-2022,0
50,Bismack Biyombo,C,29,PHO,27,3,14.1,2.5,4.1,0.609,0,0,,2.5,4.1,0.609,0.609,1.1,2.1,0.544,1.9,2.8,4.7,0.7,0.4,0.7,0.7,2,6.1,2021-2022,0
51,Nemanja Bjelica,C,33,GSW,61,0,15.6,2.2,4.8,0.454,0.7,2.1,0.338,1.5,2.7,0.546,0.529,0.8,1.1,0.691,0.8,3.1,3.9,2,0.6,0.3,1.1,1.7,5.9,2021-2022,0
52,Eric Bledsoe,PG,32,LAC,54,29,25.2,3.6,8.7,0.421,0.9,3,0.313,2.7,5.6,0.479,0.475,1.6,2.2,0.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9,2021-2022,0
53,Keljin Blevins,SF,26,POR,19,1,8.5,0.9,2.4,0.391,0.5,1.6,0.333,0.4,0.8,0.5,0.5,0.2,0.3,0.5,0.3,0.5,0.8,0.6,0.1,0.1,0.4,0.5,2.6,2021-2022,0
54,Bogdan Bogdanović,SG,29,ATL,52,27,29.5,5.2,12.1,0.428,2.5,7,0.355,2.7,5.1,0.529,0.531,1.4,1.6,0.847,0.4,3.5,4,3.2,1,0.3,1.1,2.1,14.2,2021-2022,0
55,Bojan Bogdanović,PF,32,UTA,64,64,30.9,6.2,13.4,0.458,2.7,6.8,0.392,3.5,6.7,0.526,0.557,3.1,3.6,0.87,0.9,3.4,4.3,1.7,0.4,0,1.7,1.6,18.1,2021-2022,0
56,Bol Bol,PF,22,DEN,14,0,5.8,1.1,1.9,0.556,0.1,0.3,0.25,1,1.6,0.609,0.574,0.1,0.4,0.4,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4,2021-2022,0
57,Leandro Bolmaro,SF,21,MIN,30,2,7,0.4,1.4,0.286,0.1,0.6,0.235,0.3,0.8,0.32,0.333,0.3,0.3,0.889,0.5,0.7,1.2,0.5,0.2,0,0.4,0.8,1.2,2021-2022,0
58,Isaac Bonga,SF,22,TOR,15,0,4.6,0.2,0.9,0.231,0.1,0.3,0.25,0.1,0.6,0.222,0.269,0.3,0.5,0.625,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8,2021-2022,0
59,Devin Booker,SG,25,PHO,60,60,34.3,9.5,20.7,0.458,2.7,7.2,0.376,6.8,13.5,0.501,0.523,4.2,4.9,0.869,0.7,4.4,5.1,4.9,1.2,0.4,2.5,2.5,25.9,2021-2022,0
60,Brandon Boston Jr.,SG,20,LAC,49,0,14.4,2.3,6.2,0.373,0.7,2.2,0.312,1.6,4,0.406,0.428,1.2,1.4,0.838,0.3,1.8,2.1,0.9,0.5,0.2,0.6,0.9,6.5,2021-2022,0
61,Chris Boucher,PF,29,TOR,68,9,20.3,3.2,6.8,0.474,0.8,2.7,0.283,2.5,4.1,0.601,0.53,1.8,2.4,0.77,2.2,3.8,6,0.3,0.6,1,0.5,2.2,9,2021-2022,0
62,James Bouknight,SG,21,CHO,28,0,10.6,1.7,4.9,0.353,0.6,1.8,0.347,1.1,3.1,0.356,0.415,1,1.1,0.871,0.8,1,1.7,0.8,0.3,0,0.5,1,5,2021-2022,0
63,Avery Bradley,SG,31,LAL,57,42,22.9,2.4,5.8,0.414,1.4,3.5,0.385,1.1,2.3,0.459,0.53,0.3,0.3,0.889,0.5,1.7,2.3,0.8,0.9,0.2,0.6,1.9,6.5,2021-2022,0
64,Tony Bradley,C,24,CHI,49,7,10.6,1.3,2.2,0.582,0,0,,1.3,2.2,0.582,0.582,0.3,0.5,0.696,1.2,2.3,3.5,0.5,0.2,0.7,0.6,1.2,2.9,2021-2022,0
65,Ignas Brazdeikis,SF,23,ORL,33,0,9.5,1.3,3.1,0.416,0.4,1.4,0.311,0.8,1.7,0.5,0.485,0.4,0.5,0.765,0.4,0.9,1.3,0.7,0.2,0.1,0.3,1,3.4,2021-2022,0
66,Mikal Bridges,SF,25,PHO,71,71,35.1,5.5,10.4,0.529,1.5,3.9,0.372,4.1,6.5,0.623,0.599,1.5,1.7,0.839,1,3.4,4.4,2.3,1.2,0.5,0.8,2,14,2021-2022,0
67,Miles Bridges,PF,23,CHO,69,69,35.9,7.4,15.2,0.486,1.9,5.8,0.323,5.5,9.4,0.587,0.548,3.4,4.2,0.809,1.1,5.9,7.1,3.8,1,0.9,1.9,2.5,20,2021-2022,0
68,Oshae Brissett,SF,23,IND,58,16,21.9,2.7,6.8,0.395,1.1,3.1,0.335,1.6,3.6,0.448,0.473,1.5,2.2,0.675,1.6,3.4,5,0.9,0.6,0.5,0.7,1.6,7.9,2021-2022,0
69,Malcolm Brogdon,PG,29,IND,36,36,33.5,6.8,15.1,0.448,1.6,5.2,0.312,5.1,9.9,0.518,0.501,4,4.6,0.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2,19.1,2021-2022,0
70,Armoni Brooks,SG-PG,23,TOT,46,9,15.9,1.9,5.7,0.338,1.4,4.8,0.293,0.5,0.8,0.605,0.463,0.3,0.4,0.842,0.3,1.5,1.9,1.1,0.5,0.2,0.5,1.3,5.6,2021-2022,0
70,Armoni Brooks,SG,23,HOU,41,8,16.8,2.1,6.1,0.347,1.6,5.2,0.3,0.6,0.9,0.605,0.474,0.4,0.5,0.842,0.3,1.7,2,1.2,0.5,0.2,0.6,1.5,6.2,2021-2022,0
70,Armoni Brooks,PG,23,TOR,5,1,8.4,0.2,1.8,0.111,0.2,1.8,0.111,0,0,,0.167,0,0,,0.6,0.4,1,0.6,0.4,0.2,0,0.4,0.6,2021-2022,0
71,Dillon Brooks,SF,26,MEM,24,23,27.6,6.6,15.8,0.42,1.5,4.7,0.31,5.2,11.1,0.466,0.466,2.9,3.3,0.875,0.8,2.3,3.2,2.8,1.3,0.3,1.7,3.3,17.6,2021-2022,0
72,Bruce Brown,SF,25,BRK,62,35,23.4,3.3,6.6,0.494,0.4,1.1,0.343,2.9,5.5,0.525,0.523,1.1,1.5,0.742,1.4,3.3,4.7,1.8,1.1,0.5,0.7,2.5,8,2021-2022,0
73,Charlie Brown Jr.,SG,24,TOT,20,2,8.7,0.5,2,0.256,0.1,0.6,0.083,0.5,1.4,0.333,0.269,0.5,0.5,0.9,0.7,0.9,1.6,0.3,0.5,0.2,0.3,0.9,1.5,2021-2022,0
73,Charlie Brown Jr.,SG,24,DAL,3,0,5,0.3,1.7,0.2,0,1,0,0.3,0.7,0.5,0.2,0,0,,0,0.3,0.3,0.3,0.7,0.3,0,0.7,0.7,2021-2022,0
73,Charlie Brown Jr.,SG,24,PHI,17,2,9.3,0.5,2,0.265,0.1,0.5,0.111,0.5,1.5,0.32,0.279,0.5,0.6,0.9,0.8,1,1.8,0.3,0.5,0.2,0.3,0.9,1.6,2021-2022,0
74,Chaundee Brown Jr.,SG-SF,23,TOT,5,2,20.8,2,6.4,0.313,1.2,3.6,0.333,0.8,2.8,0.286,0.406,1,1.2,0.833,0.2,3,3.2,0.8,0.4,0,0.2,1.4,6.2,2021-2022,0
74,Chaundee Brown Jr.,SF,23,LAL,2,0,10.5,0.5,3.5,0.143,0,1.5,0,0.5,2,0.25,0.143,0,0,,0,1,1,0,0,0,0.5,0,1,2021-2022,0
74,Chaundee Brown Jr.,SG,23,ATL,3,2,27.7,3,8.3,0.36,2,5,0.4,1,3.3,0.3,0.48,1.7,2,0.833,0.3,4.3,4.7,1.3,0.7,0,0,2.3,9.7,2021-2022,0
75,Greg Brown III,SF,20,POR,36,0,10.4,1.3,3.3,0.407,0.2,0.9,0.219,1.1,2.4,0.477,0.436,0.8,1.3,0.622,0.6,1.6,2.3,0.4,0.5,0.4,0.5,1.5,3.6,2021-2022,0
76,Jaylen Brown,SF,25,BOS,56,56,33.7,8.4,18.4,0.46,2.5,7.2,0.342,6,11.1,0.537,0.527,3.7,4.9,0.757,0.8,5.3,6.1,3.3,1,0.3,2.8,2.4,23,2021-2022,0
77,Moses Brown,C,22,TOT,30,1,6.5,1.1,2.1,0.516,0,0,,1.1,2.1,0.516,0.516,0.9,1.6,0.596,0.7,1.6,2.3,0,0.2,0.4,0.5,1.1,3.1,2021-2022,0
77,Moses Brown,C,22,DAL,26,1,6.5,1,1.9,0.54,0,0,,1,1.9,0.54,0.54,1,1.7,0.628,0.6,1.7,2.3,0,0.1,0.3,0.5,1.1,3.1,2021-2022,0
77,Moses Brown,C,22,CLE,4,0,6.3,1.3,3,0.417,0,0,,1.3,3,0.417,0.417,0.3,1,0.25,1.3,0.8,2,0,0.8,0.5,0,1.3,2.8,2021-2022,0
78,Sterling Brown,SG,26,DAL,47,3,12.7,1.2,3.1,0.381,0.6,1.9,0.31,0.6,1.3,0.483,0.473,0.3,0.3,0.933,0.6,2.5,3,0.7,0.3,0.1,0.5,1.1,3.3,2021-2022,0
79,Troy Brown Jr.,SF,22,CHI,58,6,16.6,1.6,4,0.409,0.7,2,0.342,0.9,1.9,0.478,0.496,0.3,0.4,0.76,0.6,2.5,3.2,1,0.5,0.1,0.4,1,4.3,2021-2022,0
80,Jalen Brunson,PG,25,DAL,68,50,32.1,6.4,12.8,0.503,1.2,3.1,0.381,5.2,9.7,0.542,0.549,2.1,2.5,0.828,0.5,3.2,3.7,5.1,0.9,0,1.7,1.9,16.1,2021-2022,0
81,Thomas Bryant,C,24,WAS,22,9,17.5,3.3,6.2,0.529,0.5,1.7,0.263,2.8,4.5,0.633,0.566,1.4,1.6,0.861,1.2,2.8,4,1,0.3,0.8,0.8,1.7,8.4,2021-2022,0
82,Shaq Buchanan,PG,25,MEM,2,0,5,0.5,2,0.25,0,1,0,0.5,1,0.5,0.25,0,0,,0.5,0.5,1,1,0.5,0,1,0.5,1,2021-2022,0
83,Reggie Bullock,SF,30,DAL,57,26,26.8,2.8,7.2,0.395,1.9,5.5,0.345,0.9,1.6,0.565,0.528,0.6,0.8,0.818,0.4,3,3.4,1.1,0.6,0.2,0.6,1.5,8.2,2021-2022,0
84,Trey Burke,PG,29,DAL,38,0,10.9,2.1,5.3,0.399,0.7,2.1,0.316,1.5,3.3,0.452,0.461,0.5,0.6,0.87,0.1,0.7,0.8,1.3,0.3,0,0.7,1,5.4,2021-2022,0
85,Alec Burks,SG,30,NYK,69,32,27.6,3.3,8.7,0.38,1.7,4.5,0.387,1.6,4.2,0.372,0.48,2.7,3.2,0.817,0.6,4.2,4.8,2.8,1,0.3,1,2.5,11,2021-2022,0
86,Jared Butler,SG,21,UTA,34,1,7.9,1.4,3.4,0.419,0.7,1.9,0.369,0.7,1.5,0.481,0.521,0.2,0.4,0.583,0.1,0.7,0.9,1.4,0.3,0.2,0.8,1.1,3.8,2021-2022,0
87,Jimmy Butler,SF,32,MIA,48,48,33.6,6.9,14.7,0.468,0.4,1.9,0.191,6.5,12.8,0.508,0.48,7,8.1,0.871,1.9,4.2,6,5.6,1.8,0.5,2.1,1.5,21.1,2021-2022,0
88,Devontae Cacok,PF,25,SAS,11,0,8.4,1.6,2.4,0.692,0,0,,1.6,2.4,0.692,0.692,0.4,0.6,0.571,0.6,2.6,3.3,0.5,0.6,0.6,0.2,1.1,3.6,2021-2022,0
89,Kentavious Caldwell-Pope,SG,28,WAS,67,67,30.1,4.3,10.4,0.418,2.1,5.3,0.392,2.3,5.1,0.445,0.517,1.8,2,0.889,0.5,2.9,3.4,1.9,1.1,0.3,1.2,1.7,12.5,2021-2022,0
90,Facundo Campazzo,PG,30,DEN,62,4,18.8,1.7,4.7,0.366,0.9,3,0.303,0.8,1.6,0.48,0.464,1,1.3,0.769,0.4,1.5,1.9,3.5,1,0.4,1,2,5.3,2021-2022,0
91,Vlatko Čančar,PF,24,DEN,14,1,10.9,1.6,2.8,0.564,0.5,0.9,0.583,1.1,1.9,0.556,0.654,0.6,0.9,0.75,0.4,1.2,1.6,0.9,0.1,0.2,0.6,0.9,4.3,2021-2022,0
92,Clint Capela,C,27,ATL,62,61,27.8,4.9,8.1,0.602,0,0,0,4.9,8.1,0.604,0.602,1.1,2.3,0.472,3.8,8.1,11.9,1.3,0.7,1.3,0.6,2.3,10.9,2021-2022,0
93,Vernon Carey Jr.,C,20,TOT,5,1,3.6,0.6,1.2,0.5,0,0,,0.6,1.2,0.5,0.5,0.4,0.6,0.667,0.6,0.4,1,0,0.2,0,0.2,0.2,1.6,2021-2022,0
93,Vernon Carey Jr.,C,20,CHO,4,1,4.3,0.8,1.5,0.5,0,0,,0.8,1.5,0.5,0.5,0.5,0.8,0.667,0.8,0.5,1.3,0,0.3,0,0.3,0.3,2,2021-2022,0
93,Vernon Carey Jr.,C,20,WAS,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,2021-2022,0
94,Jevon Carter,PG,26,TOT,57,1,13.3,1.4,3.8,0.363,1,2.7,0.372,0.4,1,0.339,0.498,0.3,0.3,0.833,0.2,1.4,1.6,1.2,0.3,0.2,0.5,1,4,2021-2022,0
94,Jevon Carter,PG,26,BRK,46,1,12,1.3,3.8,0.333,0.9,2.8,0.331,0.3,1,0.34,0.454,0.2,0.2,0.7,0.2,1.3,1.5,1,0.3,0.2,0.6,1,3.6,2021-2022,0
94,Jevon Carter,PG,26,MIL,11,0,18.7,1.8,3.7,0.488,1.5,2.6,0.552,0.4,1.1,0.333,0.683,0.7,0.7,1,0.4,1.8,2.2,2.2,0.3,0.3,0.4,1.2,5.8,2021-2022,0
